text,news_link,outlet,topic,type,label,label_opinion,biased_words
"Confusion, complaints of missing mail-in ballots and long lines at some polling centers marred primary elections on Tuesday in eight states and the District of Columbia, the biggest test yet of voting during the coronavirus outbreak.",https://www.reuters.com/article/us-usa-election/confusion-long-lines-at-some-poll-sites-as-eight-u-s-states-vote-during-coronavirus-pandemic-idUSKBN2391B5,Reuters,elections-2020,center,0,Entirely factual,[]
"The Trump administration and Republicans in Congress have stepped up their efforts to hold China accountable for intellectual property theft, unfair trade practices, and aggression towards U.S. allies in East Asia, as it seeks to replace the U.S. as the world’s superpower by 2049.",https://www.breitbart.com/politics/2020/06/05/sen-hawley-calls-on-american-companies-to-stand-up-to-china-on-hong-kong/,Breitbart,elections-2020,right,0,Entirely factual,[]
"The idea behind the conspiracy is that these miracle vaccines — and they are medical miracles — can cause autism, when there is no data to back that up.",https://www.breitbart.com/the-media/2019/06/24/huffpo-to-delete-jim-carrey-jenny-mccarthy-other-anti-vaccine-posts/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,Breitbart,vaccines,right,1,No agreement,"['conspiracy', 'miracle']"
"Populist eruptions and governments from Brexit to Budapest to President Trump are perceived as confirmation of their fears, necessitating increasingly ferocious efforts to defend liberal democratic pluralism and its virtues of openness, tolerance, and inclusivity.",https://thefederalist.com/2019/11/08/nationalism-populism-and-saving-ourselves-from-a-dark-future/,Federalist,white-nationalism,right,1,Somewhat factual but also opinionated,"['ferocious', 'eruptions']"
"Though his mother, Di-Anne, already had $40,000 in student loans from her own graduate school education, she has taken out $42,000 in Parent PLUS Loans for Aaron – and she had kept him in the dark about the cost.",https://eu.usatoday.com/story/news/education/2019/10/10/student-loans-financial-aid-debt-parent-plus-loan-college-hbcu/3916173002/,USA Today,student-debt,center,0,Entirely factual,[]
"These numbers also help illuminate Democrats’ thinking: Since Trump has no wiggle room with his base, they are content to watch consequences pile up, driving Trump’s overall numbers further into the ditch.",https://www.foxnews.com/politics/trumps-base-a-blessing-and-a-curse-in-shutdown,Fox News,middle-class,right,1,Somewhat factual but also opinionated,[]
"White nationalism-fueled violence is on the rise, but FBI is slow to call it domestic terrorism.",https://www.nbcnews.com/news/us-news/white-nationalism-fueled-violence-rise-fbi-slow-call-it-domestic-n1039206,MSNBC,white-nationalism,left,1,Somewhat factual but also opinionated,"['nationalism-fueled', 'white']"
Grassroots anti-choice organizations have been increasingly pushing GOP officials to end exceptions for abortion if the mother is raped or a victim of incest.,https://www.thedailybeast.com/its-not-just-trump-the-gop-is-getting-crueler-and-crazier?source=twitter&via=desktop,Daily Beast,marriage-equality,nan,1,Expresses writer’s opinion,['anti-choice']
"In addition to mocking Ivanka for her looks, the exhibit that invites people to throw trash at vacuuming Ivanka Trump lookalike demeans the First Daughter’s success as a business woman and White House advisor to that of a woman with a vacuum—as if something’s wrong with that, too. ",https://thefederalist.com/2019/02/04/art-exhibit-invites-people-throw-trash-vacuuming-ivanka-trump-lookalike/,Federalist,gender,right,1,Somewhat factual but also opinionated,"['mocking', 'throw', 'trash', 'vacuuming']"
"Oh, and Azar put on his best hyper-partisan hat to assure America that if the Trump administration and his Republican Party succeed in convincing the Supreme Court to wipe ""Obamacare"" from the books, then for sure, this time, then present a Republican plan to ""protect those with preexisting conditions"" with new legislation that hasn't been written, that Azar would not describe, with ""exact details"" that do not yet exist.",https://feeds.feedblitz.com/~/629109976/0/alternet_all~Trump-officials-take-to-Sunday-shows-to-dodge-and-deflect-pandemic-responsibility/,Alternet,universal health care,left,1,No agreement,"['hyper-partisan', 'hat']"
CNBC reported that the Global Times used its social media pages to warn Musk not to “break the pot”. “‘,https://www.theguardian.com/us-news/2023/feb/28/fbi-director-endorses-china-lab-leak-covid-theory,The Guardian,coronavirus,nan,0,nan,nan
Two Muslim men say they were booted off an Alaska Airlines flight in February because of text messages they sent in Arabic.,https://www.foxnews.com/travel/muslim-passengers-alaska-airlines-flight-arabic-texts,Fox News,islam,nan,1,Entirely factual,"['booted', 'off']"
"While Americans still cling to sexist gender roles at home, overwhelming majorities believe that sex discrimination in public spaces should be illegal.",https://www.alternet.org/2019/04/republicans-want-to-make-sex-discrimination-legal-and-theyre-moving-fast/,Alternet,gender,left,1,Somewhat factual but also opinionated,['cling']
"As the future administration of Joe Biden and Kamala Harris heads for the White House (no matter the recalcitrant loser still ensconced there), the rest of us must equip ourselves with both courage and caution, living as we do in a divided nation, in -- to be exact -- two very different Americas.",https://www.alternet.org/2020/11/joe-biden-mitch-mcconnell/,Alternet,black lives matter,left,1,Expresses writer’s opinion,"['recalcitrant', 'loser']"
The moment was yet another headache for Biden as he struggles to appeal to gun owners. ,https://www.foxnews.com/politics/biden-rally-texas-buttigieg-klobuchar-endorsement?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A%20foxnews%2Fpolitics%20%28Internal%20-%20Politics%20-%20Text%29,Federalist,gun-control,right,1,Somewhat factual but also opinionated,"['headache', 'struggles']"
But Islam is the mother load of bad ideas.,https://www.foxnews.com/transcript/bill-oreilly-is-islam-a-destructive-force-in-the-world,Fox News,islam,nan,1,Expresses writer’s opinion,"['mother', 'load', 'bad']"
"But the Christian Right embodies a dangerous form of Christianity that is bitterly anti-science, and its ideology goes hand in hand with white nationalism and the coronavirus truther movement.",https://www.alternet.org/2020/04/how-the-coronavirus-pandemic-shows-that-christian-white-nationalism-is-a-much-greater-threat-to-the-us-than-radical-islam/,Alternet,white-nationalism,left,1,Expresses writer’s opinion,"['truther', 'bitterly', 'dangerous', 'anti-science', 'nationalism']"
"Amid a measles outbreak that has sickened more than 50 people in the Pacific Northwest, Washington lawmakers heard testimony Friday on a bill that would remove parents’ ability to claim a personal or philosophical exemption to opt their school-age children out of the combined measles, mumps and rubella vaccine.",https://eu.usatoday.com/story/news/nation/2019/02/11/washington-vaccine-bill-protest-amid-measles-outbreak/2835502002/,USA Today,vaccines,center,0,Entirely factual,['claim']
Chicago ended 2016 with more homicides than New York and Los Angeles combined – and the city’s former top cop is blaming the Black Lives Matter movement for contributing to the staggering tally.,https://www.foxnews.com/us/former-chicago-top-cop-blames-black-lives-matter-for-surge-in-violence,Fox News,black lives matter,nan,1,nan,nan
"Even Richard Nixon, to whom Trump likes to compares himself to, was occasionally willing to venture out into crowds of protesters to talk to them. Trump, however, is such a wuss that he made his cadre of protectors tear-gas people rather than subject himself to a crowd’s insults. Far from proving he was a tough guy, Trump’s actions only led to another round of taunting about his wimpiness.",https://www.alternet.org/2020/06/bunker-boy-trump-thinks-he-can-edit-reality-like-tv-show/,Alternet,trump-presidency,left,1,Expresses writer’s opinion,"['wuss', 'taunting', 'wimpiness']"
"Berlin is trying to stop Washington from persuading a German company seeking a coronavirus vaccine to move its research to the United States, prompting German politicians to insist no country should have a monopoly on any future vaccine.",https://www.reuters.com/article/health-coronavirus-germany-usa-idUSL8N2B8075,Reuters,vaccine,nan,0,Entirely factual,[]
King went on to defend his tweet with a number of confused and contradictory statements.,https://thefederalist.com/2017/03/14/how-not-to-defend-western-civilization/,Federalist,white-nationalism,right,1,Somewhat factual but also opinionated,"['confused', 'contradictory']"
"Trump is also attempting an obvious slow-motion coup, in which he is purging senior national security officials who have shown themselves unwilling to do his bidding, for example, by turning the country's military against the American people.",https://www.alternet.org/2020/11/bidens-presidency-could-be-the-last-gasp-of-democracy-says-hartmann-unless-democrats-dump-neoliberal-economics-thom-hartmann/,Alternet,vaccine,nan,1,Expresses writer’s opinion,"['obvious', 'slow-motion', 'coup', 'purging']"
"While many things were certain to change, the president felt sure that one element of continuity would persist: the United States would determine history’s onward course.",https://www.alternet.org/2020/01/age-of-illusions-the-cold-war-ended-but-the-u-s-failed-on-its-promises-of-a-new-dawn/,Alternet,islam,nan,0,No agreement,[]
"Every corporate mainstream media organization has repeatedly claimed, without evidence, that tariffs were hurting U.S. consumers.",https://www.breitbart.com/economy/2020/01/17/washington-post-tariffs-did-not-raise-prices/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,Breitbart,international-politics-and-world-news,right,1,Somewhat factual but also opinionated,['claimed']
"There is so much horse-race journalism about the 2020 election, as well as Trump's daily abominations, that the mainstream media is not focusing on how all this is impacting the emotions and mental health of the American people.",https://www.alternet.org/2020/02/wajahat-ali-explains-how-white-privilege-warped-media-coverage-of-trump-and-how-the-presidents-supporters-may-destroy-america/,Alternet,islam,nan,1,Expresses writer’s opinion,"['abominations', 'horse-race']"
A group of artists climbed ladders up one of the many blast walls snaking through the Afghan capital Kabul this week to paint a mural of George Floyd in solidarity with the anti-racism protests kindled by his death in police custody.,https://www.reuters.com/article/us-minneapolis-police-protests-afghanist/afghan-artists-paint-mural-on-blast-wall-in-tribute-to-george-floyd-idUSKBN23I2NA,Reuters,black lives matter,center,0,Entirely factual,[]
"Dozens of protesters took part in the protest on Tuesday, marching along the main streets of Thessaloniki after gathering at a statue of Eleftherios Kyriakou Venizelos, a former prime minister of Greece who was a prominent leader in the Greek national liberation movement.",http://feedproxy.google.com/~r/breitbart/~3/PPa31Mqahb4/,Breitbart,black lives matter,right,0,Entirely factual,[]
Chernobyl is basically a more benign version of the Republican Party.,https://www.alternet.org/2020/08/longtime-gop-consultant-this-election-is-the-most-dangerous-period-since-the-civil-war/?utm_source=&utm_medium=email&utm_campaign=5347,Alternet,islam,nan,1,Expresses writer’s opinion,['Chernobyl']
"Maybe people shouldn’t be surprised that a predatory abortion business profiting from such deaths isn’t doing enough to make sure women’s future fertility survives a visit to an abortionist, fighting common-sense laws for informed consent.",https://thefederalist.com/2020/10/01/the-left-wont-tell-women-that-abortion-can-cost-them-their-future-family/,Federalist,vaccine,nan,1,Expresses writer’s opinion,"['predatory', 'abortionist', 'business', 'deaths']"
"It is unsurprising for biological males to destroy female records since men are physiologically stronger than woman, having more muscle mass and a higher bone density.",https://thefederalist.com/2019/06/18/female-runner-files-complaint-after-losing-placement-to-biological-males/#disqus_thread,Federalist,gender,right,0,Somewhat factual but also opinionated,[]
"If your “rights” mean taking everyone else’s rights away, that is not “peaceful protest.” And to compare mob behavior to the civil rights movement is to dishonor its legacy.",http://feedproxy.google.com/~r/breitbart/~3/j1ZaBwXl98I/,Breitbart,black lives matter,right,1,Expresses writer’s opinion,"['mob', 'behavior', 'dishonor']"
"Those with the most anxiety tend to skew younger, less white, and less wealthy.",https://www.thedailybeast.com/climate-disaster-trauma-is-rewiring-our-brains-into-something-alarmingly-worse,The Daily Beast,environment,nan,0,nan,nan
"The police chief in Louisville, Kentucky said on Friday he intended to fire one of three officers involved in the shooting death of Breonna Taylor, a Black woman killed in a burst of gunfire when drug investigators entered her home.",https://www.reuters.com/article/us-minneapolis-police-protests-kentucky/louisville-police-chief-takes-step-to-fire-officer-in-breonna-taylor-shooting-idUSKBN23Q2V1,Reuters,black lives matter,center,0,Entirely factual,[]
"The columnist writes, “There was a big jump in border encounters under the Trump Administration as well….",https://www.alternet.org/former-reagan-speechwriter-rips-greg-abbott-for-his-cruel-and-heartless-immigration-stunts/,Alternet,immigration,nan,0,nan,nan
"On Monday, the Grammy-winning crooner and left-wing agitator tweeted to her 81 million followers a graphic of the coalition with a caption demanding, “Change in the music industry begins now.”",http://feedproxy.google.com/~r/breitbart/~3/6UN3RYx1UBw/,Breitbart,marriage-equality,nan,1,Somewhat factual but also opinionated,['agitator']
Iran – which has been under fire this week after videos of men kissing and licking holy shrines in Qom went viral this week – has decided to cancel all Friday prayers in major cities.,https://www.foxnews.com/world/coronavirus-halt-muslim-pilgrimage-to-mecca-friday-prayers-in-iran-as-countries-take-drastic-measures,Fox News,islam,nan,0,Entirely factual,[]
Tens of thousands of Islamic faithful in Bangladesh defied coronavirus lockdown restrictions Saturday to attend the funeral of revered Muslim cleric Maulana Zubayer Ahmad Ansari.,http://feedproxy.google.com/~r/breitbart/~3/BfE2FEYVZjM/,Breitbart,islam,nan,0,Entirely factual,[]
"The back and forth underscored the tension between Trump's desire to quickly reopen businesses and other institutions and return to a sense of ""normalcy"" despite stubborn coronavirus caseloads in some parts of the country and fears of resurgence. ",https://eu.usatoday.com/story/news/politics/2020/05/22/coronavirus-trump-share-guidelines-churches-places-worship/5242780002/,USA Today,coronavirus,center,1,Somewhat factual but also opinionated,['stubborn']
"This is a positive for the party’s electoral prospects, after a bitterly fragmented primary. Unfortunately, the people selected for the task forces demonstrate how not only the party establishment, but even an insurgent progressive like Sanders, privilege certain topics over others. The criminal justice reform task force is incredibly milquetoast.",https://www.alternet.org/2020/06/there-are-troubling-signs-in-the-joint-bernie-biden-criminal-justice-task-force/,Alternet,elections-2020,left,1,Expresses writer’s opinion,"['insurgent', 'milquetoast']"
"Then, at the behest of Republicans, 40% of the Obama stimulus was foolishly wasted on business tax cuts. ",https://www.alternet.org/2020/03/calculating-covid-19s-devastating-economic-impact-the-coronavirus-pandemic-is-going-to-cost-us-5-trillion/,Alternet,taxes,left,1,Somewhat factual but also opinionated,['foolishly']
"A three-year-old girl in China’s Jiangsu province died after receiving a rabies vaccination last month, an ominous development in light of persistent scandals over low-quality and improperly-handled vaccines.",https://www.breitbart.com/national-security/2019/05/14/china-three-year-old-girl-dies-after-rabies-shot-raising-fears-another-vaccine-scandal/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,Breitbart,vaccines,right,1,Entirely factual,['ominous']
"Like the costly and controversial Green New Deal, which Booker co-sponsored in the form of a Senate resolution, Booker’s plan aims to address both climate change and economic inequality.",https://www.foxnews.com/politics/booker-unveils-3-trillion-plan-for-climate-change-creating-environmental-justice-fund?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A%20foxnews%2Fpolitics%20%28Internal%20-%20Politics%20-%20Text%29,Fox News,environment,right,1,Somewhat factual but also opinionated,"['costly', 'controversial']"
Bouchard commented on his efforts to secure state preemption of the myriad gun-free zones in the state.,https://www.breitbart.com/politics/2019/01/13/wyoming-republicans-push-eliminate-gun-free-zones-public-places/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,Breitbart,gun-control,right,0,Entirely factual,[]
Hollywood’s idea of entertainment today is either pushing sex on your children or straight-up propaganda.,http://feedproxy.google.com/~r/breitbart/~3/_MdFljKx8cY/,Breitbart,marriage-equality,nan,1,Expresses writer’s opinion,"['pushing', 'propaganda']"
"It probably has something to do with Pitlyk being a Federalist Society member, a former Brett Kavanaugh clerk, and a fierce opponent of reproductive rights who’s argued that fertility treatments and surrogacy have “grave” adverse effects on society.",http://www.msnbc.com/rachel-maddow-show/gop-confirms-fierce-opponent-reproductive-rights-federal-bench,MSNBC,abortion,left,0,Somewhat factual but also opinionated,[]
"The final part of the Biden plan is to un-muzzle the experts, but disease experts have dominated the White House response from the start, with Dr. Anthony Fauci even fashioning himself into a grotesque pop culture icon.",https://thefederalist.com/2020/09/10/bidens-new-covid-plan-is-actually-just-trumps-plan-and-other-summer-mishaps/,Federalist,vaccine,nan,1,Expresses writer’s opinion,"['fashioning', 'himself', 'grotesque']"
"In addition to achieving police reforms in some cities, some protesters have removed Confederate statues and other symbols of America’s legacy of slavery.",https://www.reuters.com/article/us-usa-julyfourth-trump/trump-repeats-vow-to-defeat-radical-left-in-july-fourth-speech-idUSKBN2450N2,Reuters,vaccine,nan,0,Entirely factual,[]
"The Muslim population of England is now estimated at over three million, according to official estimates — exceeding the total populations recorded for Wales or Northern Ireland in the 2011 census.",http://feedproxy.google.com/~r/breitbart/~3/gn1IfkroZZo/,Breitbart,islam,nan,0,Entirely factual,[]
"Many Chicagoans vehemently oppose President Donald Trump’s pledge to send federal officers to the third-largest U.S. city, after seeing camouflaged agents deployed in Portland club and tear-gas anti-racism protesters.",https://www.reuters.com/article/us-global-race-protests-chicago/on-chicagos-south-side-some-violence-weary-residents-open-to-federal-investigators-idUSKCN24S1A6,Reuters,black lives matter,center,1,Entirely factual,[]
"If activist judges insist on redefining marriage by court order, the only alternative will be the constitutional process. We must do what is legally necessary to defend the sanctity of marriage.",https://www.foxnews.com/story/bush-gay-marriage-ruling-deeply-troubling,Fox News,marriage-equality,nan,1,Expresses writer’s opinion,"['activist', 'judges']"
"Those survivors had to expend more effort to concentrate on simple tasks, a symptom consistent with PTSD.",https://www.thedailybeast.com/climate-disaster-trauma-is-rewiring-our-brains-into-something-alarmingly-worse,The Daily Beast,environment,nan,0,nan,nan
Democrat presidential hopeful and gun control proponent Joe Biden has officially chosen extreme gun controller Kamala Harris to be his running mate.,http://feedproxy.google.com/~r/breitbart/~3/SV-gvPDfvTI/,Breitbart,gun control,right,0,Somewhat factual but also opinionated,['extreme']
Democratic presidential candidate Beto O’Rourke on Monday unveiled an ambitious plan to combat climate change that spurs $5 trillion for the cause and aims to achieve net-zero emissions by 2050.,https://www.alternet.org/2019/04/beto-orourke-unveils-5-trillion-plan-to-fight-climate-change/,Alternet,environment,left,0,Entirely factual,[]
"A plan known as the Fairness for High-Skilled Immigrants Act is a boon to Silicon Valley billionaires, big business elites, and outsourcing firms, as they would be able to readily import more lower-paid Indian and Chinese foreign workers to take American jobs that would have otherwise gone to American citizens.",https://www.breitbart.com/politics/2019/02/11/billionaire-kochs-back-gop-dem-plan-to-outsource-middle-class-american-jobs-2/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,Breitbart,middle-class,right,1,Expresses writer’s opinion,['boon']
"Presumptive Democratic nominee Joe Biden spoke to a summit of Muslim voters Monday, telling them he wished U.S. schools taught more about Islam.",https://www.foxnews.com/politics/biden-muslim-voters-summit-taught-schools-islamic-faith,Fox News,islam,nan,0,Entirely factual,[]
"Whitmer’s Order Is Full of Micromanaging Nonsense. But the extension of the executive order isn’t what took the public aback. Rather, it was the inconsistencies and pettiness that garnered outrage.",https://thefederalist.com/2020/04/14/in-name-of-coronavirus-michigan-governor-bans-seed-sales-but-allows-lottery-tickets/,The Federalist,coronavirus,nan,1,nan,nan
Harry Potter author Joanne ‘JK’ Rowling has again been targeted by trans activists for warning that children believed to be “trans” should not necessarily be “shunted towards hormones and surgery”.,http://feedproxy.google.com/~r/breitbart/~3/Nzn4FgVWT4c/,Breitbart,marriage-equality,nan,1,No agreement,['targeted']
Democrats Claim Amy Coney Barrett Confirmation Would Threaten Health Care,http://feedproxy.google.com/~r/breitbart/~3/peplvTaBBbQ/,Breitbart,universal health care,right,0,Entirely factual,['Claim']
"The outbreak, which began in the central Chinese city of Wuhan, also worried financial markets as investors recalled China’s Severe Acute Respiratory Syndrome (SARS) epidemic in 2002-2003, a coronavirus outbreak that killed nearly 800 people.",https://www.reuters.com/article/us-china-health-pneumonia-deaths/china-virus-spreads-to-u-s-curbing-travel-plans-and-spooking-markets-idUSKBN1ZJ2D2?feedType=RSS&feedName=topNews,Reuters,vaccine,nan,0,Entirely factual,[]
"Anti-vaxxers were a source of misinformation long before the coronavirus pandemic, but the medical emergency appears to be bringing more of them out of the woodwork.",https://feeds.feedblitz.com/~/620324184/0/alternet_all~From-warning-against-%e2%80%98too-much-hand-washing%e2%80%99-to-asking-if-the-coronavirus-even-exists-here-are-of-the-most-bogus-claims-antivaxxers-are/,Alternet,vaccine,nan,0,Somewhat factual but also opinionated,['woodwork']
"The safe, heavily researched HPV vaccine remains tragically under-used — and anti-vaccine movies and conferences could make it more so if we’re not careful.",https://www.nbcnews.com/think/opinion/hpv-vaccine-trial-anti-vaxxers-mobilize-against-effective-cancer-prevention-ncna1033161,MSNBC,vaccines,left,1,No agreement,['tragically']
Social media users were quick to point out the interactions and slammed McGuire for appearing to undermine Coyne Schofield’s hockey skills.,https://www.foxnews.com/sports/nbc-commentator-comes-under-fire-after-cringeworthy-interactions-with-olympic-gold-medalist,Fox News,sport,right,1,Somewhat factual but also opinionated,['slammed']
The player vote ending Thursday at midnight—a simple majority vote will determine the outcome of the NFL CBA—is a monumental referendum for the next decade of the NFL.,https://profootballtalk.nbcsports.com/2020/03/09/nfl-cba-nflpla-vote-fmia-peter-king/?cid=eref:nbcnews:text?cid=public-rss_20200310,MSNBC,sport,left,0,Entirely factual,[]
"The demonstrators stopped in the center of town and took a knee to honor George Floyd, who was killed in the custody of police in Minneapolis, Minnesota, on Memorial Day.",http://feedproxy.google.com/~r/breitbart/~3/Mtnbb0P1Yr4/,Breitbart,black lives matter,right,0,Entirely factual,[]
"Here’s an irony: Thanks to Roe, America is a whiter place than it would otherwise have become. If pro-lifers had had their way, on the other hand, America would be considerably blacker and browner than it is today.",https://thefederalist.com/2019/09/27/stop-blaming-pro-lifers-for-the-lefts-racism/?utm_source=The+Federalist+List&utm_campaign=22f3c24165-RSS_The_Federalist_Daily_Updates_w_Transom&utm_medium=email&utm_term=0_cfcb868ceb-22f3c24165-83771301,Federalist,abortion,right,1,Expresses writer’s opinion,"['pro-lifers', 'blacker', 'browner', 'thanks', 'to']"
"The race to produce a coronavirus vaccine is a matter of overwhelming international significance, not just to bring the worldwide pandemic to an end, but also for countries to show that they are at the cutting edge of scientific research.",https://www.breitbart.com/national-security/2020/06/30/china-tstart-injecting-soldiers-experimental-coronavirus-vaccine/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,Breitbart,vaccines,right,0,Somewhat factual but also opinionated,[]
"Putin, who has aligned himself with the Russian Orthodox Church and sought to distance Russia from liberal Western values, has proposed a shake-up of Russia’s political system that critics say may be designed to extend his grip on power after 2024, when he is due to leave the Kremlin.",https://www.reuters.com/article/us-russia-putin-marriage/russian-constitution-must-define-marriage-as-heterosexual-putin-says-idUSKBN20P2PI,Reuters,international-politics-and-world-news,center,0,Entirely factual,[]
"In answering questions on everything from pollution to mental health, Warren returned again and again to her plan to tax the super-rich – including a wealth tax – to pay for a host of ambitious programs, including universal child care, student loan debt cancellation and tuition-free higher education.",https://www.reuters.com/article/us-usa-election-warren/seeking-fresh-momentum-democrat-warren-recalibrates-medicare-for-all-rhetoric-idUSKBN1YM2KY?feedType=RSS&feedName=topNews,Reuters,taxes,center,0,Entirely factual,[]
"Prominent black conservatives are seeing how the mainstream media are using the death of George Floyd  — to portray America as racist, to vilify all police officers, to force the mantle of victimhood onto black Americans — and they are calling foul.",http://feedproxy.google.com/~r/breitbart/~3/EHbABg_HEpg/,Breitbart,black lives matter,right,1,Somewhat factual but also opinionated,"['vilify', 'foul', 'mantle', 'of', 'victimhood', 'calling']"
"But, she told The Daily Beast, she tries to read stories about climate solutions as much as she can.",https://www.thedailybeast.com/climate-disaster-trauma-is-rewiring-our-brains-into-something-alarmingly-worse,The Daily Beast,environment,nan,0,nan,nan
"While education is incredibly important and being well-educated is typically an ingredient of success, there are a few misconceptions that need to be addressed.",https://www.foxnews.com/opinion/why-free-education-is-not-the-solution-to-the-student-debt-crisis,Fox News,student-debt,nan,1,nan,nan
"But rather than appreciate the fact that Asian-American women are considered highly attractive, Lim sees only a sneaking racial bias, a reflection of our upside-down cultural world where victimhood and oppression carry more social currency than even beauty and success.",https://thefederalist.com/2018/01/12/new-york-times-needs-get-white-supremacy-fetish/,Federalist,white-nationalism,right,1,Somewhat factual but also opinionated,['victimhood']
No news is good news in the case of celebrity sex monsters and a few days have gone by without a new disgusting revelation about a male celebrity’s behavior.,http://nypost.com/2017/11/13/in-wake-of-sexual-harassment-scandals-here-are-some-safe-tv-options/,New York Post,#metoo,nan,1,nan,nan
"The truth is that, in the face of a challenge as immense as climate change, government action is necessary if we want to ensure that our planet remains livable for future generations.",https://www.nbcnews.com/think/opinion/jeff-bezos-climate-change-philanthropy-has-quite-few-hidden-strings-ncna1143791?cid=public-rss_20200228,MSNBC,environment,left,0,No agreement,[]
Hundreds of cops packed a California church Saturday in final salute to police officer Ronil Singh who was killed the day after Christmas when he stopped an illegal immigrant suspected of driving drunk.,https://www.foxnews.com/us/hundreds-pay-tribute-to-california-officer-ronil-singh-who-was-gunned-down-after-stopping-an-illegal-immigrant,Fox News,immigration,right,0,Entirely factual,[]
Twitter censored a post from Rep. Matt Gaetz (R-FL) after he suggested that Antifa terrorists should be treated in the same ways as Middle Eastern terrorists.,http://feedproxy.google.com/~r/breitbart/~3/dmXi2DTfQrU/,Breitbart,marriage-equality,nan,1,Somewhat factual but also opinionated,"['Antifa', 'terrorists']"
"Coincidentally, many Republican lawmakers who voted for the largest tax cut signed into law by Trump personally owned some of the same stocks whose values significantly increased as a result.",https://www.alternet.org/2020/01/follow-the-money-gop-senators-are-making-millions-off-trumps-tax-cuts-and-will-repay-him-by-betraying-their-oath/,Alternet,middle-class,left,0,Somewhat factual but also opinionated,['Coincidentally']
The Supreme Court's increasingly fervent support for religious freedom was extended Thursday to three Muslim men placed on a no-fly list as punishment for refusing to become government informants.,http://rssfeeds.usatoday.com/~/640046378/0/usatodaycomwashington-topstories~Supreme-Court-says-Muslim-men-wrongly-placed-on-nofly-list-can-sue-for-money-damages/,USA Today,islam,nan,0,Entirely factual,[]
"Bizarrely, Abbott declared he was focused not on preventing infections but on making sure there were enough hospital beds for those who get infected. ",https://feeds.feedblitz.com/~/629240450/0/alternet_all~The-GOP%e2%80%99s-grotesque-plan-to-cope-with-COVID/,Alternet,universal health care,left,1,Somewhat factual but also opinionated,['Bizarrely']
"President Donald Trump accused Democrats of “politicizing” the deadly coronavirus during a campaign rally here on Friday, claiming that the outbreak is “their new hoax” as he continued to downplay the risk in the U.S.",https://www.nbcnews.com/politics/donald-trump/trump-calls-coronavirus-democrats-new-hoax-n1145721,MSNBC,coronavirus,left,1,Somewhat factual but also opinionated,"['claiming', 'accused']"
George Soros does not “own” ANTIFA or Black Lives Matter.,https://www.reuters.com/article/uk-factcheck-false-george-soros-claims/fact-checkfalseclaims-about-george-soros-idUSKBN23P2XJ,Reuters,blm,nan,0,Entirely factual,[]
Multiple failed attempts by Congress to repeal or replace Obamacare and a lack of assurance from the U.S. government that it will continue to provide the cost-sharing subsidies mandated under the ACA have made it difficult for insurers to make coverage plans and set premium rates for individual plans for 2018.,https://www.reuters.com/article/usa-healthcare-anthem/update-2-anthem-will-not-sell-individual-obamacare-plans-in-maine-next-year-idUSL2N1M81CM,Reuters,universal health care,center,0,Entirely factual,[]
"The French aren’t only stigmatizing Chinese people but all Asians, it seems.",https://www.thedailybeast.com/coronavirus-has-europe-treating-chinese-people-like-the-plague?source=articles&via=rss,Daily Beast,islam,nan,1,Expresses writer’s opinion,[]
"Ivanka Trump, President Trump’s daughter and a White House senior adviser, lauded her father’s economy and said the majority of Americans ideologically believe differently than Rep. Alexandria Ocasio-Cortez, D-N.Y., in an interview with Fox News host Steve Hilton.",https://www.foxnews.com/politics/ivanka-trump-challenges-ocasio-cortez-platform-says-americans-dont-want-guaranteed-minimum,Fox News,middle-class,right,0,Entirely factual,[]
"For years now, Fox News has been mainstreaming arguments that used to be the province of  fringe websites run by neo-Nazis and other groups who believe the U.S. is meant to be a country of white people and for white people",https://www.alternet.org/2019/07/fox-news-has-gone-so-deep-into-white-nationalism-that-donald-trump-now-believes-its-how-hell-win-in-2020/,Alternet,white-nationalism,left,1,Somewhat factual but also opinionated,['mainstreaming']
"The curfews, which have never before occurred on an Election Day in recent times, were a response to looting that occurred after generally peaceful protests against police violence and racism. However, the curfews also come in a climate where the Republican Party, led by President Trump, has been repeatedly making false claims that voting by mail is rife with fraud",https://www.alternet.org/2020/06/we-just-got-a-sneak-peek-of-what-the-november-election-could-look-like/,Alternet,elections-2020,left,1,Entirely factual,"['false', 'claims']"
"In fact, the constant GOP refrain about the border being ‘open’ may actually be aggravating the problem by disseminating the impression around the globe that it’s worth making the attempt to get into the United States.”",https://www.alternet.org/former-reagan-speechwriter-rips-greg-abbott-for-his-cruel-and-heartless-immigration-stunts/,Alternet,immigration,nan,1,nan,nan
